database|detection_method|evidence|evidence_type|label|source|source_id|source_type|source_url|target_id|target_type|taxon_id
"[""GTRD"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22761861"", ""pubmed:27924024"", ""pubmed:14737101""]"|small_scale_evidence|regulates|TFLink|ENSG00000152284|gene|tflink.net|ENSG00000167779|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000167703|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000168496|gene|9606
"[""GTRD"", ""ORegAnno"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:15755877"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:26578589""]"|small_scale_evidence|regulates|TFLink|ENSG00000172216|gene|tflink.net|ENSG00000242110|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:15947108"", ""pubmed:29087512"", ""pubmed:17207994""]"|small_scale_evidence|regulates|TFLink|ENSG00000162676|gene|tflink.net|ENSG00000111012|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TFactS_via_DoRothea"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:17471231"", ""pubmed:23348237"", ""pubmed:24574749"", ""pubmed:26578589"", ""pubmed:23352642"", ""pubmed:17483325"", ""pubmed:22761861"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:20424123""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000145604|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000007968|gene|tflink.net|ENSG00000111665|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000121797|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000131759|gene|tflink.net|ENSG00000134058|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:24234451"", ""pubmed:23413886""]"|small_scale_evidence|regulates|TFLink|ENSG00000186350|gene|tflink.net|ENSG00000108821|gene|9606
"[""GTRD"", ""HTRI"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TFactS_via_DoRothea"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:22761861"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:7559553"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000120738|gene|tflink.net|ENSG00000118513|gene|9606
"[""GTRD"", ""HTRI"", ""ORegAnno"", ""PAZAR"", ""TRED""]"|chromatin immunoprecipitation array chromatin immunoprecipitation assay inferred by curator|"[""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17531812"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000205250|gene|tflink.net|ENSG00000142937|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:17478759"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000100906|gene|tflink.net|ENSG00000188425|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:24058639"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000151702|gene|tflink.net|ENSG00000116478|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:24234451"", ""pubmed:29087512"", ""pubmed:27924024"", ""pubmed:22348975""]"|small_scale_evidence|regulates|TFLink|ENSG00000115415|gene|tflink.net|ENSG00000290203|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:19051271""]"|small_scale_evidence|regulates|TFLink|ENSG00000122691|gene|tflink.net|ENSG00000118513|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000198755|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000245848|gene|tflink.net|ENSG00000161638|gene|9606
"[""ReMap"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22761861"", ""pubmed:29126285"", ""pubmed:12724325""]"|small_scale_evidence|regulates|TFLink|ENSG00000148737|gene|tflink.net|ENSG00000135409|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000109103|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:22761861"", ""pubmed:12724325""]"|small_scale_evidence|regulates|TFLink|ENSG00000136931|gene|tflink.net|ENSG00000135409|gene|9606
"[""GTRD"", ""TFactS_via_DoRothea""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:12411495"", ""pubmed:22761861"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000007968|gene|tflink.net|ENSG00000094804|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:17937658"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000118260|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:16678129""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000128052|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:23275339"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000132170|gene|tflink.net|ENSG00000136826|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22891280"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000158773|gene|tflink.net|ENSG00000143365|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:16911523""]"|small_scale_evidence|regulates|TFLink|ENSG00000177606|gene|tflink.net|ENSG00000171552|gene|9606
"[""GTRD"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:9916932"", ""pubmed:9738017"", ""pubmed:9178767"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000184937|gene|tflink.net|ENSG00000075891|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:1409593"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000010818|gene|tflink.net|ENSG00000206503|gene|9606
"[""HTRI""]"|electrophoretic mobility shift assay inferred by curator|"[""pubmed:11478808"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000177463|gene|tflink.net|ENSG00000231852|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:23518348"", ""pubmed:27924024"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000141027|gene|tflink.net|ENSG00000116133|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:17541404"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000139618|gene|tflink.net|ENSG00000100206|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:8127716""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000196839|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000140939|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:22214847""]"|small_scale_evidence|regulates|TFLink|ENSG00000196591|gene|tflink.net|ENSG00000105173|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:21964930""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000242252|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000175832|gene|tflink.net|ENSG00000123505|gene|9606
"[""FANTOM4_via_DoRothEA"", ""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:20211142"", ""pubmed:22951020"", ""pubmed:18971253"", ""pubmed:16628196"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:10924517""]"|small_scale_evidence|regulates|TFLink|ENSG00000115415|gene|tflink.net|ENSG00000185507|gene|9606
"[""GTRD"", ""HTRI"", ""IntAct_via_DoRothEA"", ""ORegAnno"", ""PAZAR"", ""ReMap""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:8803927"", ""pubmed:29126285"", ""pubmed:24234451"", ""pubmed:17884155"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000112592|gene|tflink.net|ENSG00000115414|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:18193094""]"|small_scale_evidence|regulates|TFLink|ENSG00000196498|gene|tflink.net|ENSG00000017427|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:15878913"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000187079|gene|tflink.net|ENSG00000185344|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:10601358""]"|small_scale_evidence|regulates|TFLink|ENSG00000166888|gene|tflink.net|ENSG00000137265|gene|9606
"[""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000118513|gene|tflink.net|ENSG00000070748|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000123268|gene|tflink.net|ENSG00000139687|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:21990073""]"|small_scale_evidence|regulates|TFLink|ENSG00000143799|gene|tflink.net|ENSG00000178394|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:19351839""]"|small_scale_evidence|regulates|TFLink|ENSG00000168610|gene|tflink.net|ENSG00000120889|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000077092|gene|tflink.net|ENSG00000102038|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:14613485"", ""pubmed:29087512"", ""pubmed:15922873""]"|small_scale_evidence|regulates|TFLink|ENSG00000101057|gene|tflink.net|ENSG00000185591|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000137203|gene|tflink.net|ENSG00000172955|gene|9606
"[""GTRD"", ""HTRI"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TFactS_via_DoRothea"", ""TRRUST""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:29126285"", ""pubmed:16476732"", ""pubmed:26578589"", ""pubmed:16512785"", ""pubmed:22761861"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:19610065"", ""pubmed:29087512"", ""pubmed:17287612"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000197442|gene|9606
"[""GTRD"", ""ORegAnno"", ""PAZAR"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17018618"", ""pubmed:26578589"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000141510|gene|tflink.net|ENSG00000012779|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000147231|gene|9606
"[""HTRI"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:15521013"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000186951|gene|tflink.net|ENSG00000140465|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17068183""]"|small_scale_evidence|regulates|TFLink|ENSG00000204531|gene|tflink.net|ENSG00000179059|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000007968|gene|tflink.net|ENSG00000162959|gene|9606
"[""FANTOM4_via_DoRothEA"", ""GTRD"", ""ORegAnno"", ""PAZAR"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:20211142"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:13679379""]"|small_scale_evidence|regulates|TFLink|ENSG00000170345|gene|tflink.net|ENSG00000175592|gene|9606
"[""GTRD"", ""HTRI"", ""ORegAnno"", ""PAZAR"", ""ReMap"", ""TFactS_via_DoRothea"", ""TRED""]"|chromatin immunoprecipitation array chromatin immunoprecipitation assay inferred by curator|"[""pubmed:11799067"", ""pubmed:29126285"", ""pubmed:26578589"", ""pubmed:22761861"", ""pubmed:18971253"", ""pubmed:27924024"", ""pubmed:17531812"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000205250|gene|tflink.net|ENSG00000062822|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000007968|gene|tflink.net|ENSG00000185156|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:15888734"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000242950|gene|9606
"[""GTRD"", ""ReMap"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:10446206"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000080815|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000131759|gene|tflink.net|ENSG00000004468|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22014570"", ""pubmed:27924024"", ""pubmed:24234451""]"|small_scale_evidence|regulates|TFLink|ENSG00000111206|gene|tflink.net|ENSG00000168646|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:18712808""]"|small_scale_evidence|regulates|TFLink|ENSG00000124827|gene|tflink.net|ENSG00000036828|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:15225548""]"|small_scale_evidence|regulates|TFLink|ENSG00000178691|gene|tflink.net|ENSG00000078399|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:20569257"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000135903|gene|tflink.net|ENSG00000164690|gene|9606
"[""GTRD"", ""HTRI"", ""TRRUST""]"|chromatin immunoprecipitation assay electrophoretic mobility shift assay inferred by curator|"[""pubmed:29087512"", ""pubmed:22900683"", ""pubmed:12842822"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000245848|gene|tflink.net|ENSG00000111640|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:20448047"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000100644|gene|tflink.net|ENSG00000132965|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000198053|gene|9606
"[""GTRD"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000105698|gene|tflink.net|ENSG00000136487|gene|9606
"[""GTRD"", ""ReMap"", ""TFactS_via_DoRothea"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:18408756"", ""pubmed:22761861"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000101412|gene|tflink.net|ENSG00000136048|gene|9606
"[""GTRD"", ""KEGG_via_DoRothEA"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:27899662"", ""pubmed:18622638"", ""pubmed:19616578"", ""pubmed:27924024"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000204305|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000007968|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:20624445""]"|small_scale_evidence|regulates|TFLink|ENSG00000135111|gene|tflink.net|ENSG00000124762|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:27924024"", ""pubmed:19277896""]"|small_scale_evidence|regulates|TFLink|ENSG00000116478|gene|tflink.net|ENSG00000181885|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:9731508"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000177606|gene|tflink.net|ENSG00000170430|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:23386620"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000185122|gene|tflink.net|ENSG00000197548|gene|9606
"[""HTRI"", ""TRED"", ""TRRUST""]"|electrophoretic mobility shift assay inferred by curator|"[""pubmed:7592908"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:10649433"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000172845|gene|tflink.net|ENSG00000147883|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22553354"", ""pubmed:29087512"", ""pubmed:29126285""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000100811|gene|9606
"[""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:29087512"", ""pubmed:19747485""]"|small_scale_evidence|regulates|TFLink|ENSG00000179284|gene|tflink.net|ENSG00000120802|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:29087512"", ""pubmed:20053763""]"|small_scale_evidence|regulates|TFLink|ENSG00000071564|gene|tflink.net|ENSG00000039068|gene|9606
"[""GTRD"", ""IntAct_via_DoRothEA"", ""PAZAR"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:24234451"", ""pubmed:26028330"", ""pubmed:18971253"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000107485|gene|tflink.net|ENSG00000005483|gene|9606
"[""TFactS_via_DoRothea""]"|inferred by curator|"[""pubmed:11719506"", ""pubmed:22761861""]"|small_scale_evidence|regulates|TFLink|ENSG00000111087|gene|tflink.net|ENSG00000118971|gene|9606
"[""GTRD"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:27924024"", ""pubmed:14988407""]"|small_scale_evidence|regulates|TFLink|ENSG00000141646|gene|tflink.net|ENSG00000166167|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22789427"", ""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000100393|gene|tflink.net|ENSG00000112715|gene|9606
"[""GTRD"", ""ORegAnno"", ""ReMap""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22951020"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:26578589""]"|small_scale_evidence|regulates|TFLink|ENSG00000100811|gene|tflink.net|ENSG00000100297|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000007968|gene|tflink.net|ENSG00000168757|gene|9606
"[""KEGG_via_DoRothEA"", ""TRRUST""]"|inferred by curator|"[""pubmed:15383177"", ""pubmed:18710704"", ""pubmed:29087512"", ""pubmed:27899662""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000104899|gene|9606
"[""TRED""]"|inferred by curator|"[""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000126767|gene|tflink.net|ENSG00000143632|gene|9606
"[""GTRD"", ""ReMap"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29087512"", ""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:15486968""]"|small_scale_evidence|regulates|TFLink|ENSG00000185591|gene|tflink.net|ENSG00000107485|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000169083|gene|tflink.net|ENSG00000107798|gene|9606
"[""GTRD"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:27924024"", ""pubmed:17202159""]"|small_scale_evidence|regulates|TFLink|ENSG00000169083|gene|tflink.net|ENSG00000163631|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TFactS_via_DoRothea"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:19466541"", ""pubmed:22761861"", ""pubmed:27924024"", ""pubmed:29087512"", ""pubmed:22900683"", ""pubmed:12909625""]"|small_scale_evidence|regulates|TFLink|ENSG00000169016|gene|tflink.net|ENSG00000012048|gene|9606
"[""TRRUST""]"|inferred by curator|"[""pubmed:22120723"", ""pubmed:29087512""]"|small_scale_evidence|regulates|TFLink|ENSG00000107485|gene|tflink.net|ENSG00000163739|gene|9606
"[""GTRD"", ""TRED"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17202159"", ""pubmed:15659537"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000109320|gene|tflink.net|ENSG00000176387|gene|9606
"[""GTRD"", ""ORegAnno""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22951020"", ""pubmed:26578589"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000100811|gene|tflink.net|ENSG00000062582|gene|9606
"[""TRED"", ""TRRUST""]"|inferred by curator|"[""pubmed:15631825"", ""pubmed:17202159"", ""pubmed:29087512"", ""pubmed:12667383""]"|small_scale_evidence|regulates|TFLink|ENSG00000186951|gene|tflink.net|ENSG00000106366|gene|9606
"[""GTRD"", ""HTRI"", ""ReMap"", ""TRED""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:29126285"", ""pubmed:12695333"", ""pubmed:27924024"", ""pubmed:17202159"", ""pubmed:22900683""]"|small_scale_evidence|regulates|TFLink|ENSG00000136997|gene|tflink.net|ENSG00000104044|gene|9606
"[""GTRD"", ""TRRUST""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:17210686"", ""pubmed:29087512"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000169083|gene|tflink.net|ENSG00000188338|gene|9606
"[""GTRD"", ""ORegAnno""]"|chromatin immunoprecipitation assay inferred by curator|"[""pubmed:22951020"", ""pubmed:26578589"", ""pubmed:27924024""]"|small_scale_evidence|regulates|TFLink|ENSG00000100811|gene|tflink.net|ENSG00000104408|gene|9606
